dataset,horizon_days,threshold,feature,n,n_pos,point_biserial_r,p_value,p_adj_fdr,significant_fdr_10pct
B_coinbase_multiyear,30,5,narr_infra,28621,38,-0.00240899640788852,0.6836183297007804,0.8631941423304352,False
B_coinbase_multiyear,30,5,narr_defi,28621,38,-0.0014470573933422879,0.8066121651377021,0.9249152826912317,False
B_coinbase_multiyear,30,5,narr_rwa,28621,38,0.0011548895335601154,0.8451011357964247,0.927813161853096,False
B_coinbase_multiyear,30,5,universe_vol_chg_7d,28621,38,-0.0009971558377066458,0.8660413283640369,0.9373606389344429,False
B_coinbase_multiyear,30,10,narr_l2,28621,5,0.025246804335928217,1.9400275715353574e-05,0.00021762048411135747,True
B_coinbase_multiyear,30,10,narr_depin,28621,5,0.016973346959685064,0.004084144021991103,0.022287753943340646,True
B_coinbase_multiyear,30,10,ret_7d,28621,5,0.01621674439702279,0.006077553820707413,0.02958507331589646,True
B_coinbase_multiyear,30,10,narr_l1,28621,5,0.014344674759080831,0.01523206496954611,0.05954352669913479,True
B_coinbase_multiyear,30,10,narr_infra,28621,5,0.014225407608014624,0.016100277206198294,0.06199808237610686,True
B_coinbase_multiyear,30,10,ret_14d,28621,5,0.01227178674348678,0.03788500526097744,0.12886029561977516,False
B_coinbase_multiyear,30,10,price_above_ma30,28621,5,0.011962919615978899,0.04298662571742257,0.1403867017100636,False
B_coinbase_multiyear,30,10,ma7_above_ma30,28621,5,0.011176441960790429,0.05865397161289633,0.17228955428993786,False
B_coinbase_multiyear,30,10,btc_ret_90d,28612,5,0.009345900364021054,0.11391641742296749,0.2799089113821487,False
B_coinbase_multiyear,30,10,dist_from_high_30d,28621,5,0.009009495167921544,0.1274668684907024,0.30450418583890015,False
B_coinbase_multiyear,30,10,dist_from_high_90d,26770,2,0.008938362358992095,0.1436276096412726,0.3338371467337688,False
